CodeID,CPTCode,Description
21506,95874,TC NEEDLE ELECTROMYOGRAPHY FOR GUIDANCE W/ CHEMODENERVATION
21507,51785,"TC NEEDLE ELECTROMYOGRAPHY STUDIES (EMG) OF ANAL/URETHRAL SPHINCTER, ANY TECHNIQUE"
21508,428482,TC NEEDLE ILIAC ASPIRATING 15GA
21509,162334,TC NEEDLE INJECTION CARR-LOCK #00711811
21510,20560,"TC NEEDLE INSERTION(S) W/O INJECTION(S), 1 OR 2 MUSCLE(S)"
21511,20561,"TC NEEDLE INSERTION(S) W/O INJECTION(S), 3 OR MORE MUSCLE(S)"
21512,418482,TC NEEDLE INTRODUCER KIT 3.5FR
21513,418168,TC NEEDLE JAMSHIDI BIOPSY
21514,780008,TC NEEDLE MICRO DISSECT STR 3IN # E1173
21515,418195,TC NEEDLE PICC INTRO PEELAWAY 20 GA
21516,428599,TC NEEDLE SET 20GX1IN LESS Y SITE SAFE STEP
21517,162307,TC NEEDLE VARI CONTR SCLEROT 25GA #1125
21518,415592,"TC NEEDLE, BIOPSY JAMSHIDI 18G - CS"
21519,415624,"TC NEEDLE, BIOPSY TRUCUT 6.00"" - CS"
21520,A4657,TC NEEDLES/SYRINGES FOR DIALYSIS
21521,97605,"TC NEGATIVE PRESSURE WOUND THERAPY (DME), <=50 CM"
21522,97606,"TC NEGATIVE PRESSURE WOUND THERAPY (DME), >50 CM"
21523,97607,"TC NEGATIVE PRESSURE WOUND THERAPY (NON-DME), <=50 CM"
21524,97608,"TC NEGATIVE PRESSURE WOUND THERAPY (NON-DME), >50 CM"
21525,391254,TC NEOCATE JR POWDER PER 250 ML
21526,2710000106,TC NEOCATE JR POWDER PER 4 OZ
21527,390254,TC NEOCATE JR POWDER PER 4 OZ
21528,392254,TC NEOCATE JR POWDER PER 4 OZ
21529,2710000107,TC NEOCATE PER 4 OZ
21530,390217,TC NEOCATE PER 4 OZ
21531,391226,TC NEOCATE PER 4 OZ
21532,392226,TC NEOCATE PER 4 OZ
21533,115,TC NEONATAL INTENSIVE
21534,114,TC NEONATAL INTERMEDIATE
21535,95907,"TC NERVE CONDUCTION STUDIES, 1-2 STUDIES"
21536,95912,"TC NERVE CONDUCTION STUDIES, 11-12 STUDIES"
21537,95908,"TC NERVE CONDUCTION STUDIES, 3-4 STUDIES"
21538,95909,"TC NERVE CONDUCTION STUDIES, 5-6 STUDIES"
21539,95910,"TC NERVE CONDUCTION STUDIES, 7-8 STUDIES"
21540,95911,"TC NERVE CONDUCTION STUDIES, 9-10 STUDIES"
21541,95913,"TC NERVE CONDUCTION STUDIES, = OR >13 STUDIES"
21542,86977,TC NEUTRALIZATION
21543,99203,"TC NEW OP VISIT LVL 3 – ROOM, STAFF, AND SUPPLY CHARGE"
21544,99204,"TC NEW OP VISIT LVL 4 – ROOM, STAFF, AND SUPPLY CHARGE"
21545,99205,"TC NEW OP VISIT LVL 5 – ROOM, STAFF, AND SUPPLY CHARGE"
21546,130,TC NEWBORN CARE
21547,1000174,TC NEWBORN EXTRA DIGIT REMOVAL
21548,1000175,TC NEWBORN FRENULECTOMY
21549,S3620,TC NEWBORN SCREEN TXDHS METABOLIC SCREENING PANEL
21550,99465,TC NEWBORN STABILIZATION
21551,81408,"TC NF1, FULL GENE SEQUENCE. MOLECULAR PATH LEVEL 9 REF TEST"
21552,295415,TC NIT OCCLUDING COIL SYSTEM 4MM - 11MM
21553,78300,"TC NM BONE AND/OR JOINT IMAGING, LIMITED AREA"
21554,78299,"TC NM GASTROINTESTINAL PROCEDURE, UNLISTED"
21555,78282,TC NM GASTROINTESTINAL PROTEIN LOSS
21556,78226,TC NM HEPATOBILIARY IMG INCL GALLBLADDER
21557,A9513,TC NM LUTETIUM LU 177 DOTATATE (LUTATHERA)
21558,78469,"TC NM MYOCARDIAL IMG, TOMO SPECT,W/WO QUANT"
21559,0331T,"TC NM MYOCARDIAL INNERVATION IMAGING, PLANAR QUALITATIVE & QUANTITATIVE ASSESSMENT"
21560,0332T,"TC NM MYOCARDIAL INNERVATION IMAGING, PLANAR QUALITATIVE & QUANTITATIVE ASSESSMENT W/ SPECT"
21561,78492,"TC NM MYOCARDIAL PET W/ PERFUSION, MULT STUDY AT REST & STRESS"
21562,78491,"TC NM MYOCARDIAL PET W/ PERFUSION, SNGL STUDY AT REST OR STRESS"
21563,78459,"TC NM MYOCARDIAL PET, METABOLIC EVAL, SNGL STUDY"
21564,78699,"TC NM NERVOUS SYSTEM PROCEDURE, UNLISTED"
21565,78072,TC NM PARATHYROID PLANAR IMG INCL SUBTRACTION W/ SPECT & CT FOR ANATOMICAL LOCALIZATION
21566,78582,TC NM PULMONARY VENTILATION & PERFUSION IMG
21567,78579,TC NM PULMONARY VENTILATION IMG
21568,78014,"TC NM THYROID IMG INCL VASC FLOW, W/ SINGLE OR MULTIPLE UPT INCL STIMULATION, SUPPRESSION/DISCHARGE"
21569,78012,"TC NM THYROID UPT SINGLE/MULTIPLE INCL STIMULATION,SUPPRESSION OR DISCHARGE"
21570,78499,"TC NM, CARDIOVASCULAR PROCEDURE, UNLISTED"
21571,78099,"TC NM, ENDOCRINE PROCEDURE, UNLISTED"
21572,78799,"TC NM, GENITOURINARY PROCEDURE, UNLISTED"
21573,78199,"TC NM, HEMATOPOIETIC, LYMPHATIC PROCEDURE, UNLISTED"
21574,78999,"TC NM, MISC PROCEDURE, UNLISTED"
21575,78399,"TC NM, MUSCULOSKELETAL PROCEDURE, UNLISTED"
21576,79999,"TC NM, RADIOPHARMACEUTICAL THERAPY, UNLISTED"
21577,78599,"TC NM, RESPIRATORY PROCEDURE, UNLISTED"
21578,36556,TC NON-TUNNELED CVC-AGE 5 AND OVER
21579,81406,"TC NOONAN SYNDROME DNA, MOLECULAR PATHOLOGY REF TEST"
21580,2710000023,TC NOURISH KETO PEPTIDE PER PKG (BROWN)
21581,2710000052,TC NOURISH KETO PEPTIDE PER PKG (BROWN)
21582,2710000081,TC NOURISH KETO PEPTIDE PER PKG (BROWN)
21583,2710000022,TC NOURISH PEPTIDE PER PKG (GREEN)
21584,2710000051,TC NOURISH PEPTIDE PER PKG (GREEN)
21585,2710000080,TC NOURISH PEPTIDE PER PKG (GREEN)
21586,88362,TC NP NERVE TEASING
21587,81310,"TC NPM1 GENE ANALYSIS, EXON 12 VARIANTS REF TEST FH1"
21588,81311,"TC NRAS GENE ANALYSIS, VARIANTS IN EXON 2 AND EXON 3 REF TEST FH1"
21589,295510,TC NRG TRANSSEPTAL NEEDLE EEPROM #NRG-E-56-32-C0
21590,295511,TC NRG TRANSSEPTAL NEEDLE EEPROM HIGH FLOW #NRG-E-HF-71-C1
21591,81306,TC NUDT15 3001535
21592,290690,TC NUMED SIZING BALLOON
21593,2010110,TC O.R. 1ST MIN LEVEL 1
21594,2010210,TC O.R. 1ST MIN LEVEL 2
21595,2010310,TC O.R. 1ST MIN LEVEL 3
21596,2010410,TC O.R. 1ST MIN LEVEL 4
21597,2010510,TC O.R. 1ST MIN LEVEL 5
21598,2010610,TC O.R. 1ST MIN LEVEL 6
21599,2010710,TC O.R. 1ST MIN LEVEL 7
21600,2010120,TC O.R. EA ADD'L MIN LEVEL 1
21601,2010220,TC O.R. EA ADD'L MIN LEVEL 2
21602,2010320,TC O.R. EA ADD'L MIN LEVEL 3
21603,2010420,TC O.R. EA ADD'L MIN LEVEL 4
21604,2010520,TC O.R. EA ADD'L MIN LEVEL 5
21605,2010620,TC O.R. EA ADD'L MIN LEVEL 6
21606,2010720,TC O.R. EA ADD'L MIN LEVEL 7
21607,2010020,TC O.R. TIME ADDL 0.5 HR
21608,1992300,TC O.R. TIME CV W/PUMP ADDL 0.5 HR
21609,1992040,TC O.R. TIME CV/WO PUMP ADDL 0.5 HR
21610,1992030,TC O.R. TIME CV/WO PUMP INITIAL 0.5 HR
21611,2016010,TC O.R. TIME ECMO IMPLEMENT ADD'L 0.5HRS
21612,2016000,TC O.R. TIME ECMO IMPLEMENT INITIAL 0.5HRS
21613,2010010,TC O.R. TIME INITIAL 0.5 HR
21614,2106650,TC O.R. TIME MINOR ADDL 0.5 HR
21615,2106640,TC O.R. TIME MINOR INITIAL 0.5 HR
21616,1992290,TC O.R.TIME CV/W PUMP INITIAL 0.5 HR
21617,428829,"TC O2 CEREBRAL ALERT SOMATIC 40KG ""NIRS"""
21618,1000268,TC OB GYN ASSESSMENT - LEVEL 1
21619,1000269,TC OB GYN ASSESSMENT - LEVEL 2
21620,1000270,TC OB GYN ASSESSMENT - LEVEL 3
21621,1000271,TC OB GYN ASSESSMENT - LEVEL 4
21622,75894,TC OCCL/EMBOLIZATION ANY METHOD RAD S&I
21623,37244,TC OCCLUSION - ARTERIAL/VENOUS HEMORRHAGE OR LYMPH EXTRAVASATION
21624,82270,TC OCCULT BLOOD - STOOL
21625,92518,TC OCULAR (OVEMP)
21626,6264022,TC OFF-SITE CONSULTATION
21627,83916,TC OLIGOCLONAL BANDS
21628,6264023,TC ON-SITE CONSULTATION
21629,89254,TC OOCYTE IDENTIFICATION FROM FOLLICULAR FLUID
21630,87209,TC OP TRICHROME STAIN
21631,34812,"TC OPEN FEMORAL ARTERY EXPOSURE, BY GROIN INCISION, UNILATERAL"
21632,92134,"TC OPHTH DX IMAGING, POSTERIOR SEGMENT"
21633,92136,TC OPHTHALMIC BIOMETRY
21634,80361,"TC OPIATES REFERENCE TEST, REFLEX MEC"
21635,80364,TC OPIOID & OPIATE ANALOG 5/MORE REFERENCE TEST
21636,92544,TC OPK NYSTAGMUS TEST
21637,92202,"TC OPTHALMOSCOPY, WITH DRAWING OF OPTICAL NERVE OR MACULA, UNI OR BILATERAL"
21638,70190,TC OPTIC FORAMINA
21639,100048,TC ORGAN ACQUISITION - CADAVERIC - HEART
21640,180001,TC ORGAN ACQUISITION - CADAVERIC - KIDNEY
21641,180002,TC ORGAN ACQUISITION - CADAVERIC - LIVER
21642,181000,TC ORGAN ACQUISITION - CADAVERIC - LUNG
21643,83921,"TC ORGANIC ACID, SINGLE, QUANT, REF TEST OOAU"
21644,83918,TC ORGANIC ACIDS TOTAL QUANTITATIVE EACH SPECIMEN 0098389
21645,87088,TC ORGANISM ID (URINE)
21646,428816,TC OROTRACHEAL INTUBATION AIRTRAQ #3
21647,2106651,TC OR  TIME  C-SECTION LEVEL 1 INITIAL 0.5 HR
21648,2106653,TC OR  TIME  C-SECTION LEVEL 2 INITIAL 0.5 HR
21649,2106652,TC OR TIME C-SECTION LEVEL 1 EACH ADD'L MIN
21650,2106654,TC OR TIME C-SECTION LEVEL 2 EACH ADD'L MIN
21651,83930,TC OSMOLALITY - SERUM
21652,83935,TC OSMOLALITY - URINE
21653,77076,"TC OSSEOUS (SKELETAL) SURVEY, INFANT"
21654,83937,TC OSTEOCALCIN
21655,97010,TC OT APPLICATION HOT/COLD PACKS/SUPERV 15 MIN
21656,97032,"TC OT APPLICATION OF ELECTRIC STIMULATION, EA 15 MIN"
21657,97113,"TC OT AQUATIC THERAPY W/ THERAPEUTIC EX, EA 15 MIN"
21658,97755,"TC OT ASSISTIVE TECHNOLOGY ASSESSMENT, EA 15 MIN"
21659,97167,TC OT EVALUATION HIGH COMPLEXITY
21660,97165,TC OT EVALUATION LOW COMPLEXITY
21661,97166,TC OT EVALUATION MODERATE COMPLEXITY PLUS
21662,97761,TC OT INITIAL PROSTHETIC TRAINING 15 MIN
21663,97140,"TC OT MANUAL THERAPY TECHNIQUES, EA 15 MIN"
21664,97168,TC OT RE-EVALUATION LOW COMPLEXITY
21665,97597,"TC OT SELECTIVE DEBRIDEMENT < 20 CM, < 30 MIN"
21666,98966,TC OT TELEPHONE ASSESSMENT & MGMT SERVICE PROVIDED BY QUALIFIED NON-PHY HEALTH CARE PROFESSIONAL; 5-10 MIN
21667,97150,"TC OT THERAPEUTIC PROCEDURES GROUP, 45 MIN"
21668,97542,"TC OT WHEELCHAIR MANAGEMENT, EA 15 MIN"
21669,97022,TC OT WHIRLPOOL/NON-WOUNDCARE
21670,150,TC OTPT PROG DAILY 4 HRS
21671,999,"TC OUT PATIENT VISIT-ROOM, STAFF AND SUPPLY CHARGE"
21672,99202,"TC OUT PATIENT VISIT-ROOM, STAFF AND SUPPLY CHARGE FOR NEW PATIENT"
21673,99211,"TC OUT PATIENT VISIT-ROOM,STAFF AND SUPPLY CHARGE FOR EST PATIENT"
21674,96415,TC OUTP-CHEMO IV INFUSION-EACH ADD'L HR
21675,93798,TC OUTPATIENT CARDIAC REHAB WITH CONTINUOUS ECG MONITORING
21676,93797,TC OUTPATIENT CARDIAC REHAB WITHOUT CONTINUOUS ECG MONITORING
21677,96417,TC OUTPT CHEMO IV INFUS EACH ADD'L SEQ
21678,96401,"TC OUTPT CHEMO, ANTI-NEOPL, SQ/IM"
21679,96411,"TC OUTPT CHEMO,IV PUSH ADD'L DRUG"
21680,96409,"TC OUTPT CHEMOTHERAPY, IV PUSH, SINGLE DRUG"
21681,82962,TC OUTPT GLUCOSE (FINGER STICK)
21682,G0378,TC OUTPT OBS CHG
21683,1000257,TC OUTPT OBS CHG - INITIAL
21684,1000258,TC OUTPT OBS CHG - SUBSEQUENT
21685,96374,"TC OUTPT THER/PROPH/DIAG INJ, IV PUSH"
21686,96375,"TC OUTPT THERA PROPH/DX INJ,EA ADD'L SEQUENTIAL,IV PUS"
21687,96402,"TC OUTPT-CHEMO SQ/IM INJECTION, HORMONAL/ANTI-NEOPLAST"
21688,96365,TC OUTPT-IV INFUSION 1 HR
21689,96366,"TC OUTPT-IV INFUSION,THER/PROPH/DIAG-EACH ADD'L HR"
21690,87177,TC OVA & PARASITE CONCENTRATION
21691,83945,TC OXALATE REFERENCE TEST BCM 4902
21692,80183,TC OXCARBAZEPINE METABOLITEE (TRIEPTAL)
21693,94761,TC OXIMETRY SPOT CHECK MULTIPLE
21694,80365,"TC OXYCODONE REFERENCE TEST, REFLEX SDRUG"
21695,3042071,TC OXYGEN THERAPY BLEEDING PER DAY
21696,3041302,TC OXYGEN THERAPY HIGH FLOW NASAL CANNULA PER 12 HRS SHIFT
21697,3042070,TC OXYGEN THERAPY PER DAY
21698,3042072,TC OXYGEN THERAPY WITH HELIOX PER DAY
21699,3042073,TC OXYGEN THERAPY WITH NITRIC PER DAY
21700,94681,TC OXYGEN UPTAKE W/CO2 OUTPUT
21701,1000089,TC PAC RACEWAY NEONATAL #3U SORL
21702,1000090,TC PAC RACEWAY NEONATAL W/PIGTAILS
21703,C1785,TC PACEMAKER ADAPTA IS-1 DR  GENERATOR ADDR01
21704,C1786,"TC PACEMAKER ADAPTA SR01 IS-1, 213"
21705,93288,TC PACEMAKER EVAL/NO REPROG
21706,290610,TC PACEMAKER LEAD CAPS
21707,295214,TC PACEMAKER PACK
21708,282522,TC PACER TRANSMITTER/MAGNET/ELECTRODES
21709,1000091,TC PACK ECMO NEONATAL MEDTRONIC
21710,2002480,TC PACK VAD SUPPORT 1/4IN #CB5167-1
21711,2050014,TC PACU OBSERVATION CHARGE-ADD'L HOUR
21712,2050013,TC PACU OBSERVATION CHARGE-INITIAL HOUR
21713,2050120,TC PACU PER MIN
21714,5200180,TC PACU RECOVERY ROOM DIAG IMAGING
21715,781318,TC PACU RECOVERY ROOM DIAG IMAGING
21716,785318,TC PACU RECOVERY ROOM DIAG IMAGING
21717,2960000,TC PACU RECOVERY ROOM HCRU
21718,418286,TC PAD ELECTRODE QUICK COMBO ADUL
21719,410889,"TC PAD, DELTA OVERLAY ADULT"
21720,85730,TC PARTIAL THROMBOPLASTIN TIME
21721,85525,TC PARTIAL THROMBOPLASTIN TIME HEPZYME
21722,86747,TC PARVO VIRUS B ANTIBODY IGM
21723,B4104,"TC PASTEURIZED HUMAN MILK CREAM FORTIFER, ADDITIVE ENTERAL FORMULA"
21724,95044,"TC PATCH  OR APPLICATION TEST, PER TEST"
21725,295283,"TC PATCH, VELOCITY NAV"
21726,P9100,TC PATHOGEN TEST FOR PLATELETS
21727,81314,"TC PDGRRA GENE ANALYSIS, TARGETED SEQUENCE ANALYSIS REF TEST FH1"
21728,2710000110,TC PEDIASURE PEPTIDE 1.0 EACH
21729,390268,TC PEDIASURE PEPTIDE 1.0 EACH
21730,391268,TC PEDIASURE PEPTIDE 1.0 EACH
21731,392268,TC PEDIASURE PEPTIDE 1.0 EACH
21732,2710000111,TC PEDIASURE PEPTIDE 1.5 EACH
21733,390269,TC PEDIASURE PEPTIDE 1.5 EACH
21734,391269,TC PEDIASURE PEPTIDE 1.5 EACH
21735,392269,TC PEDIASURE PEPTIDE 1.5 EACH
21736,117,TC PEDIATRIC INTENSIVE
21737,116,TC PEDIATRIC INTERMEDIATE
21738,120,TC PEDIATRIC INTERMEDIATE CARE
21739,2710000112,TC PEDIATRIC NEOCATE SPLASH PER PACKAGE
21740,390253,TC PEDIATRIC NEOCATE SPLASH PER PACKAGE
21741,391253,TC PEDIATRIC NEOCATE SPLASH PER PACKAGE
21742,392253,TC PEDIATRIC NEOCATE SPLASH PER PACKAGE
21743,295279,TC PEGASUS WIRE
21744,295210,TC PENTARAY CATH 7-FR
21745,2710000113,TC PEPTAMEN (10YRS+) PER CAN
21746,390158,TC PEPTAMEN (10YRS+) PER CAN
21747,391158,TC PEPTAMEN (10YRS+) PER CAN
21748,392158,TC PEPTAMEN (10YRS+) PER CAN
21749,2710000114,TC PEPTAMEN 1.5
21750,390255,TC PEPTAMEN 1.5
21751,391255,TC PEPTAMEN 1.5
21752,392255,TC PEPTAMEN 1.5
21753,2710000115,TC PEPTAMEN EACH
21754,390281,TC PEPTAMEN EACH
21755,392281,TC PEPTAMEN EACH
21756,391281,TC PEPTAMEN HP
21757,2710000009,"TC PEPTAMEN INTENSE VHP, EACH"
21758,2710000038,"TC PEPTAMEN INTENSE VHP, EACH"
21759,2710000067,"TC PEPTAMEN INTENSE VHP, EACH"
21760,2710000108,TC PEPTAMEN JR 1.5
21761,390262,TC PEPTAMEN JR 1.5
21762,391262,TC PEPTAMEN JR 1.5
21763,392262,TC PEPTAMEN JR 1.5
21764,2710000109,TC PEPTAMEN JR. (1-10YRS) PER CAN
21765,390210,TC PEPTAMEN JR. (1-10YRS) PER CAN
21766,391210,TC PEPTAMEN JR. (1-10YRS) PER CAN
21767,392210,TC PEPTAMEN JR. (1-10YRS) PER CAN
21768,2710000010,"TC PEPTAMEN JUNIOR 1.0, EACH"
21769,2710000039,"TC PEPTAMEN JUNIOR 1.0, EACH"
21770,2710000068,"TC PEPTAMEN JUNIOR 1.0, EACH"
21771,2710000011,"TC PEPTAMEN JUNIOR HP, EACH"
21772,2710000040,"TC PEPTAMEN JUNIOR HP, EACH"
21773,2710000069,"TC PEPTAMEN JUNIOR HP, EACH"
21774,47490,TC PERC CHOLECYSTOSTOMY INCL GUIDE COMPL
21775,74363,TC PERC TRANS DILAT BILIARY DUCT STRIC W/OR WO STENT
21776,62287,TC PERC. ASPIRATION OF NUCLEUS PULPOSUS
21777,74355,TC PERC. PLMT OF ENTEROCLYSIS TUBE
21778,33897,TC PERCUTANEOUS ANGIOPLASTY OF NATIVE OR RECURRENT COARCTATION OF THE AORTA
21779,62268,"TC PERCUTANEOUS ASPIRATION, SPINAL CORD CYST OR SYRINX"
21780,37187,"TC PERCUTANEOUS MECHANICAL THROMBECTOMY VENOUS, W/FLUORO GUIDANCE"
21781,33903,"TC PERCUTANEOUS PULMONARY ARTERY STENT PLACEMENT, INITIAL; ABNORMAL NATIVE CONNECTIONS, BILATERAL"
21782,33902,"TC PERCUTANEOUS PULMONARY ARTERY STENT PLACEMENT, INITIAL; ABNORMAL NATIVE CONNECTIONS, UNILATERAL"
21783,93286,TC PERI-PROCEDURE PACEMAKER DEVICE EVAL
21784,33017,"TC PERICARD DRAIN W/ INDWELL CATH, PERQ, INCLUD FLUORO/US GUIDE, WHEN PERFORMED; = > 6YRS W/O CHD"
21785,33018,"TC PERICARD DRAIN W/ INDWELL CATH, PERQ, INCLUD FLUORO/US GUIDE, WHEN PERFORMED; BIRTH- 5YRS W/ CHD"
21786,33019,"TC PERICARDIAL DRAINAGE W/ INSERTION OF INDWELLING CATH, PERQ, INCLUD CT GUID"
21787,1000106,TC PERICARDIOCENTESIS
21788,2710000102,TC PERIFLEX INFANT 29G
21789,390277,TC PERIFLEX INFANT 29G
21790,391277,TC PERIFLEX INFANT 29G
21791,392277,TC PERIFLEX INFANT 29G
21792,74775,TC PERINEOGRAM (EG. VAGINOGRAM FOR SEX DETERMINATION)
21793,81479,"TC PERIODIC FEVER SYNDROME,UNLISTED MOLECULAR PATHOLOGY REF TEST"
21794,93287,TC PERIOP ICD EVAL
21795,90945,TC PERITNL/COMPOSITE (INCENTER RESPITE)
21796,74190,TC PERITONEOGRAM AFTER INJECTION OF AIR OR CONTRAST
21797,282629,TC PERM LEAD MEDTRONIC 5076/52CM OR 45CM
21798,93724,TC PERM PACER/TERMINATE TACHYCARDIA
21799,78816,"TC PET IMAGE W/CT,FULL BODY"
21800,78609,"TC PET IMAGE, BRAIN PERFUSION EVALUATION"
21801,83986,"TC PH, BODY FLUID, STOOL"
21802,70370,"TC PHARYNX OR LARYNX, INCL FLUORO AND/OR MAGNIFICATION TECHNIQUE"
21803,2710000103,TC PHENEX 1 PER 4OZ MIXED FORMULA
21804,390238,TC PHENEX 1 PER 4OZ MIXED FORMULA
21805,391238,TC PHENEX 1 PER 4OZ MIXED FORMULA
21806,392238,TC PHENEX 1 PER 4OZ MIXED FORMULA
21807,84030,TC PHENYLALANINE REFERENCE TEST-QUEST
21808,P9052,"TC PHERESIS PLATELETS,LR,HLA-MATCHED"
21809,99195,TC PHLEBOTOMY THERAPEUTIC ( SEPARATE PROCEDURE )
21810,86147,TC PHOSPHOLIPID ANTIBODIES IGA
21811,84105,"TC PHOSPHOROUS, URINE"
21812,84100,"TC PHOSPHORUS, INORGANIC"
21813,96912,"TC PHOTOCHEMOTHERAPY, PSORALENS & ULTRAVIOLET A (PUVA)"
21814,96910,"TC PHOTOCHEMOTHERAPY, TAR OR PETROLATUM & ULTRAVIOLET B"
21815,96900,TC PHOTOTHERAPY - ACTINOTHERAPY (UV LIGHT)
21816,97750,"TC PHYSICAL PERFORMANCE TEST, EA 15 MIN"
21817,1000092,TC PIGTAIL CATHETER 8.0
21818,410832,"TC PILLOW, ABDUCTION MEDIUM"
21819,87172,TC PINWORM SMEAR
21820,82657,TC PKU COFACTOR SCREEN BLOOD ENZ ACTIVITY IN BLOOD CELLS
21821,49441,TC PLACE DUOD/JEJ TUBE PERC INCL FLUORO GUIDE
21822,37236,TC PLACE STENT INITIAL ARTERY INCL S&I
21823,295469,TC PLASMA BLADE DISSECTION DEVICE
21824,P9044,TC PLASMA CRYOPRECIPITATE REDUCED-SUPPLIER
21825,83051,TC PLASMA HEMOGLOBIN
21826,36514,"TC PLASMA PHERESIS, PERIPHERAL"
21827,85415,"TC PLASMINOGEN ACTIVATOR INHIBITOR-1 FOR 300128, FIBRINOLYTIC FACTOR"
21828,85420,TC PLASMINOGEN ACTIVITY
21829,86023,TC PLATELET ANTIBODY - IGM
21830,85049,TC PLATELET COUNT
21831,P9011,"TC PLATELET PHERESIS,(PARTIAL)LEUKO REDUCE"
21832,P9036,"TC PLATELET PHERESIS,IRRADIATED"
21833,P9035,"TC PLATELET PHERESIS,LEUKOCYTE REDUCED"
21834,P9037,"TC PLATELET PHERESIS,LEUKOCYTE REDUCED,IRR"
21835,P9034,"TC PLATELET PHERESIS,PARTIAL UNIT"
21836,86965,TC PLATELET POOLING
21837,P9020,"TC PLATELET RICH PLASMA, LIQUID EA UNIT"
21838,P9032,"TC PLATELETS, IRRADIATED"
21839,P9031,"TC PLATELETS, LEUKOREDUCED, EA UNIT"
21840,P9033,"TC PLATELETS, LEUKOREDUCED, IRRADIATED EA UNIT"
21841,P9073,"TC PLATELETS, PHERESIS, PATHOGEN-REDUCED, EA UNIT"
21842,290624,TC PLATINUM PLUS
21843,94726,"TC PLETHYSMOGRAPHY, AIRWAY RESISTANCE"
21844,47538,TC PLMT PERC BILE DUCT STENT INCL IMG THRU EXISTING ACC
21845,47533,TC PLMT PERC BILIARY DRAIN CATH INCL IMG EXTERNAL
21846,33213,TC PM GENERATOR INSERTION ONLY W/ EXISTING DUAL LEADS
21847,33212,TC PM GENERATOR INSERTION ONLY W/ EXISTING SNGLE LEAD
21848,1000093,TC PNEUMO PERI CARDIO FUHR SET-SPECIAL
21849,295407,"TC POCKET, ANTIBACTERIAL RESORBABLE, ICD/PACEMAKER"
21850,87804,TC POCT INFLUENZA ASSAY W/DIRECT OPTIC OBSERVATION
21851,82570,TC POLYOL-CREATININE URINE
21852,95783,TC POLYSOMNOGRAPHY 12HR CPAP < 6YR
21853,95782,TC POLYSOMNOGRAPHY < 6HR STANDARD < 6YR
21854,95810,TC POLYSOMNOGRAPHY < 6HR STANDARD = OR > 6YR
21855,95806,"TC POLYSOMNOGRAPHY TYPE III, UNATTENDED (HOME SLEEP TESTING)"
21856,84110,"TC PORPHYRINS, QUANTITATIVE - URN"
21857,92542,TC POSITIONAL NYSTAGMUS TEST
21858,84133,"TC POTASSIUM, URINE REFERENCE TEST STONE"
21859,428530,TC POUCH FISTULA WOUND EAKIN 1.8X1.2
21860,428529,TC POUCH OSTOMY EAKING FISTULA AND WOUD
21861,418475,TC POUCH OSTOMY NEWBORN
21862,410143,"TC POUCH UROST LO 1-1/4"" 10/BX (209-15)"
21863,410253,"TC POUCH, DRAIN LO 1-PC CUST. (209-22)"
21864,410167,"TC POUCH, DRAIN TRANS 1-PC (227-71)"
21865,410752,"TC POUCH, FECAL INCON. MED (9822) - EA"
21866,411177,"TC POUCH, MINI PREMIE HOLLISTER #8641"
21867,411097,"TC POUCH, POUCHKINS #9768 BOX"
21868,410254,"TC POUCH, UROST LO 1-PC CUST (209-17)"
21869,418061,"TC POUCH, WOUND DRAIN BARRIER #9778 EA"
21870,295513,TC POWERWIRE RF GUIDEWIRE KIT #EWK35-250-12-6S
21871,180017,TC PRE-TRANSPLANT EVAL - KIDNEY
21872,86971,"TC PRE-TREAT OFRBCS W/INCUBATION, ENYMES"
21873,86970,"TC PRE-TREAT RBCS W/CHEM AGENTS, DRUGS"
21874,84134,TC PREALBUMIN
21875,6250087,"TC PREESURE EQUALIZATION TUBE MOLDS, 1 EAR ONLY"
21876,89255,"TC PREPARATION OF EMBRYO FOR TRANSFER, ANY METHOD"
21877,0538T,TC PREPARATION OF T-LYMPHOCYTES 1
21878,6250088,"TC PRESSURE EQUALIZATION TUBE MOLDS, BOTH EARS"
21879,37184,"TC PRIMARY PERC MECH THROMBECTOMY, INITIAL"
21880,111,TC PRIVATE ROOM
21881,141,TC PRIVATE ROOM ISOLATION UNIT
21882,2710000104,TC PRO-PHREE PER 4 OZ
21883,390212,TC PRO-PHREE PER 4 OZ
21884,391212,TC PRO-PHREE PER 4 OZ
21885,392212,TC PRO-PHREE PER 4 OZ
21886,1623510,TC PROBE APC 2200 A ERBE #20132-156
21887,97810,TC PROC ACUPUNCTURE
21888,1623250,TC PROC BIOFEEDBACK RECTAL
21889,1623020,TC PROC BONE MARROW ASPIRATION
21890,1623400,TC PROC BONE MARROW W/BIOPSY
21891,91065,TC PROC BREATH HYDROGEN ANY
21892,91111,TC PROC CAPSULE ENDO-ESOPHAGEAL INGESTION
21893,91110,TC PROC CAPSULE ENDO-SM BOWEL INGESTION
21894,91132,TC PROC ELECTROGASTROGRAPHY DIAGNOSTIC TRANSCUTANEOUS
21895,91133,TC PROC ELECTROGASTROGRAPHY WITH PROVOCATIVE TESTING
21896,92273,"TC PROC ERG, W/ I&R; FULL FIELD (IE FFERG, FLASH ERG, GANZFELD ERG)"
21897,0509T,"TC PROC ERG, W/ I&R; PATTERN (PERG)"
